"","Verrucomicrobia","Proteobacteria","Actinobacteria","Acidobacteria","Firmicutes","Bacteroidetes","Chloroflexi","Rokubacteria","Entotheonellaeota","Bacteria_unclassified","Planctomycetes","Deinococcus-Thermus","Nitrospirae","Dependentiae","Latescibacteria","Gemmatimonadetes","Epsilonbacteraeota","BRC1","Cyanobacteria","FBP","Chlamydiae","Armatimonadetes","Patescibacteria","Fusobacteria","Elusimicrobia","Spirochaetes","Hydrogenedentes","Kiritimatiellaeota","Fibrobacteres","WS2","WPS-2","RsaHf231","FCPU426","WS4","Tenericutes","Synergistetes","GAL15","Omnitrophicaeota","Lentisphaerae"
"A0",990.688192186897,2388.5613532426,1797.89520083751,2053.00567524381,26.9987327125461,596.727092401785,548.790566973387,237.478648961375,55.0994545154003,175.767259904127,675.519312358808,0,26.4477381673921,45.7325472477823,96.4240454019505,170.257314452587,0,6.06093999669403,9.91790181277205,0,12.6728745385421,17.6318254449281,30.8556945286242,0,22.0397818061601,3.30596727092402,0.550994545154003,1.10198909030801,5.50994545154003,2.20397818061601,0,0,0,0,0,0,0.550994545154003,2.20397818061601,0
"A0_CONINT",739.369865487045,3101.47151755891,1465.64954410039,1569.46826758147,11.7360296109055,1859.70930757425,359.303060395414,96.5965514128374,26.6317595016701,74.9300352080888,462.21901236797,0,13.5415726279679,4.96524329692155,23.0206734675454,114.200595829196,0,8.12494357678072,12.6388011194367,0.451385754265595,4.96524329692155,7.67355782251512,25.2776022388733,0,8.57632933104631,0.451385754265595,1.80554301706238,0.902771508531191,3.15970027985917,0.451385754265595,0.451385754265595,0,1.35415726279679,0,0.902771508531191,0,0,0,0
"A0_CORE1",989.305709209159,2506.62107345201,2906.23219015052,1386.90536055516,44.5874819806229,255.120855543263,570.920915887224,280.934660900466,91.5216735391733,145.831238056924,590.36508096148,0,21.4556304267659,9.7220825371283,40.5645512756043,88.5044755104093,0,1.34097690167287,27.825270709712,0,9.7220825371283,12.0687921150558,7.37537295920078,0,4.69341915585504,1.34097690167287,0.335244225418217,0.335244225418217,3.01719802876395,0.335244225418217,0,0,0.670488450836434,0,0.335244225418217,0,0,2.0114653525093,0
"A0_CORE2",1160.19634091923,2489.69735149749,2257.92057117358,1725.33270336247,49.8726933879308,275.874740793238,608.709347192692,329.947239940153,87.1459694989107,144.630810824999,553.324408746096,0,35.173373231488,22.5739559545371,61.4221592251358,129.931490668557,0,2.3623907394283,4.19980575898365,0,13.3868808567604,12.8619051368874,15.2242958763157,0,11.2869779772686,0.262487859936478,0.524975719872956,0,3.67483003911069,0.262487859936478,0.262487859936478,0,1.31243929968239,0,0.262487859936478,0,0,2.3623907394283,0
"A0_CORE3",1177.30729252147,2401.84546929993,2120.83082590222,1800.42671918595,56.8958914601455,266.42595327972,622.572350785054,481.973849772963,101.026679067053,186.370516257272,504.403960829367,0,28.6303043565476,20.7888834181301,67.6550504221602,106.679796487773,0.182358626474825,2.1883035176979,0.911793132374127,0.182358626474825,12.582745226763,15.8652005033098,9.11793132374127,0,8.93557269726644,0.182358626474825,0.364717252949651,1.27651038532378,1.27651038532378,1.09415175884895,0,0,0.911793132374127,0,0,0,0.364717252949651,0.729434505899301,0
"A0_IN1",803.922532441998,2784.11325206449,2580.12190326386,1398.9382618954,9.58513566653559,843.983484073928,585.430593786866,77.1726307510814,29.0011797090051,66.1128588281557,559.132913881243,0,11.7970900511207,5.16122689736532,8.84781753834054,148.692489186001,0,4.66968147856862,7.86472670074715,1.96618167518679,10.568226504129,9.83090837593394,26.0519071962249,0,8.35627211954385,0,0,0.983090837593394,4.17813605977192,1.22886354699174,0.737318128195045,0,0.737318128195045,0,10.0766810853323,0,0,0.737318128195045,0
"A0_IN2",888.797401765701,2592.2876355153,2112.43767439733,1666.4379488587,1.82974246374823,1058.50601527835,499.977128219203,92.8594300352225,19.2122958693564,83.7107177164814,598.32578564567,0,15.5528109418599,10.5210191665523,29.7333150359087,194.410136773249,0,6.4040986231188,9.14871231874114,2.74461369562234,8.23384108686702,31.5630574996569,46.2009972096427,0,13.2656328621746,1.37230684781117,0.457435615937057,1.82974246374823,6.86153423905585,5.03179177530763,0,0,0.457435615937057,0,0,0,0,1.82974246374823,0
"A0_IN3",840.096717962175,2867.42516541396,1799.02907162003,1742.23538452887,27.7408108564038,1161.36529774512,470.09428126933,119.772825251635,26.2413075668685,83.0349946580195,498.584843770501,0,23.6171768101816,37.1127064159997,35.6132031264644,161.946355269817,0,3.1864444902626,14.0578433393938,0.937189555959588,8.24726809244438,17.6191636520403,34.4885756593129,0,12.5583400498585,2.62413075668685,0.562313733575753,1.68694120072726,2.24925493430301,1.68694120072726,1.31206537834342,0,3.1864444902626,0,0.562313733575753,0,0,1.12462746715151,0
"B8",1111.27479866431,2548.61520329994,2378.21646042035,1646.53309762326,69.7308976625417,286.289530544097,565.70418385386,382.537811824789,67.7666470241603,147.318797878609,563.248870555883,0,29.9548222353172,16.6961304262424,48.1241406403457,94.28403064231,0,1.96425063838146,3.43743861716755,0,9.82125319190729,9.33019053231192,7.36593989393047,0,6.8748772343351,0,0,0.491062659595364,2.45531329797682,0,0,0,0.491062659595364,0,0.982125319190729,0,0,0.491062659595364,0
"B8_CONINT",951.660412379454,2758.54416333777,2217.24569261187,1460.67869103821,16.341847233991,947.221885970221,506.597264253722,99.866844207723,33.4906992696607,86.5512649800266,584.674978816124,0.201751200419642,25.6224024532946,15.1313400314732,19.166364039866,152.725658717669,0,4.84202881007142,12.5085744260178,2.01751200419642,12.5085744260178,16.94710083525,38.3327280797321,0,16.1400960335714,0.80700480167857,1.81576080377678,2.62276560545535,6.45603841342856,2.01751200419642,0.605253601258927,0,1.61400960335714,0,1.81576080377678,0,0,3.22801920671428,0
"B8_CORE1",840.863453815261,2899.51472556894,1856.59303882195,1699.71552878179,218.373493975904,550.953815261044,561.412315930388,249.330655957162,47.6907630522088,142.653949129853,539.658634538153,0,20.4986613119143,28.028781793842,89.524765729585,164.825970548862,0,3.34672021419009,5.02008032128514,0.418340026773762,9.62182061579652,17.9886211512718,25.9370816599732,0,12.1318607764391,0.418340026773762,0.418340026773762,1.25502008032128,4.18340026773762,1.67336010709505,0.836680053547523,0,0.418340026773762,0,0,0,0,6.69344042838019,0
"B8_CORE2",1042.55774165954,2737.91702309666,2349.76475620188,1282.07869974337,548.011120615911,312.232677502139,516.467065868263,256.629597946963,89.8203592814371,112.810094097519,501.497005988024,0,35.2865697177074,29.940119760479,51.3259195893926,84.4739093242087,0,3.74251497005988,2.13857998289136,0,8.55431993156544,10.158254918734,8.55431993156544,1.60393498716852,8.55431993156544,0,0,0,4.27715996578272,0,0,0,0,0,0,0,0.53464499572284,1.06928999144568,0
"B8_CORE3",1173.1843575419,2524.65387418023,2734.02963322808,1294.63201360214,209.37575904785,156.424581005587,551.372358513481,311.39179013845,128.734515423852,128.248724799611,588.778236580034,0,16.0310905999514,19.917415593879,48.5790624240952,80.6412436239981,0,2.42895312120476,0.485790624240952,0,9.71581248481904,6.31527811513238,5.82948749089143,0,5.82948749089143,0.485790624240952,0,0,2.42895312120476,0,0,0,0,0,0,0,0,0.485790624240952,0
"B8_IN1",216.012850862361,4884.59587419682,1052.58708150152,249.40818397024,2683.88569496111,551.657084883328,150.49036185323,24.940818397024,9.72269191748394,14.7954007439973,128.508623605005,0,8.03178897531282,0.42272573554278,2.1136286777139,16.4863036861684,0,1.26817720662834,1.69090294217112,0,2.1136286777139,0.42272573554278,0.84545147108556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B8_IN2",301.062573789847,4734.75009838646,1570.2479338843,354.978354978355,2142.46359700905,351.042896497442,201.101928374656,22.8256591892955,15.3482880755608,25.5804801259347,217.237308146399,0,7.08382526564345,1.96772924045651,2.36127508854782,29.5159386068477,0,2.75482093663912,0.393545848091303,0,5.50964187327824,1.96772924045651,4.32900432900433,4.72255017709563,1.57418339236521,0,0.393545848091303,0,0.393545848091303,0.393545848091303,0,0,0,0,0,0,0,0,0
"B8_IN3",590.091418460631,3268.94721321144,2272.78089059275,736.360955470363,2028.01533470953,174.284871719257,363.904452963728,50.4276024771454,41.2857564140372,49.2480094367443,342.081981716308,0,15.9245060454143,2.94898260100265,4.12857564140372,40.4010616337364,0,1.47449130050133,2.06428782070186,0,3.53877912120319,3.53877912120319,2.94898260100265,0.294898260100265,2.65408434090239,0,0,0.294898260100265,0.884694780300796,0.589796520200531,0.294898260100265,0,0.294898260100265,0,0,0,0,0.294898260100265,0
"C12",992.692593510032,2574.31260837255,2265.91528362646,1637.97374287838,68.7391627446123,346.792172405251,577.780530096606,337.503096358682,94.1293039385682,138.716868962101,651.473866732722,0,37.7755759227149,31.5828585583354,64.4042605895467,116.423086450334,0,1.2385434728759,1.85781520931385,0,21.6745107753282,14.8625216745108,9.28907604656924,0,8.05053257369334,1.2385434728759,0.619271736437949,0,1.85781520931385,1.2385434728759,0,0,1.2385434728759,0,0,0,0,0.619271736437949,0
"C12_CONINT",946.909153743142,2589.31271329215,2972.48261263985,1325.32722795801,41.902457989546,477.342433798436,566.763143116333,111.883882673118,60.9097585208864,87.6927729059571,654.887900125275,0,13.8234912955203,8.6396820597002,12.5275389865653,82.5089636701369,0,3.02388872089507,2.59190461791006,0,9.93563436865523,6.91174564776016,11.6635707805953,0,4.75182513283511,0,0.86396820597002,0.43198410298501,5.61579333880513,0.43198410298501,0.43198410298501,0,0.43198410298501,0,0,0,0,0,0
"C12_CORE1",1071.89129404329,2634.85542739769,2646.23163216938,1246.32643387581,318.533733607205,143.150576710381,515.089271606889,328.645915626481,109.337968083425,157.686838363091,620.003160056881,0,29.3885289935219,12.0082161478907,37.6046768841839,88.7975983567704,0,2.84405119292147,4.74008532153579,0,12.324221835993,7.90014220255965,4.10807394533102,0,4.4240796334334,0,0,0.632011376204772,2.84405119292147,0,0,0,0.316005688102386,0,0,0,0,0.316005688102386,0
"C12_CORE2",899.473740736763,3076.73719256793,2385.61916013318,1096.55246482655,562.775212114703,466.383847062614,440.070883900763,175.598754161744,84.3088819675653,84.5773815916658,543.174739555365,0,19.6004725593384,6.98099022661368,35.1734507571689,72.2263988830416,0.805498872301579,1.61099774460316,1.87949736870368,0,15.30447857373,5.63849210611105,4.56449360970895,14.2304800773279,2.95349586510579,0,0,0,2.14799699280421,0.536999248201052,0.268499624100526,0.268499624100526,0,0,0.268499624100526,0,0,0.268499624100526,0
"C12_CORE3",1114.5697003997,2550.49343850589,2626.71996038343,1233.24254536451,414.912808177992,161.472887411128,543.489795196491,261.752325704786,122.740617594001,130.876162852393,629.266739768668,0,20.8694421845708,28.6512680839022,46.6909553959888,71.2744508506951,0,2.65289519295391,2.65289519295391,0,12.203317887588,7.95868557886173,8.13554525839199,0,5.48265006543808,0.176859679530261,0,0.176859679530261,2.47603551342365,0.530579038590782,0,0,0,0,0,0,0,0.530579038590782,0
"C12_IN1",24.8366902558519,2037.62928688078,297.35982580294,17.3516603157322,7022.65922700054,554.232444202504,15.6505171475231,3.06205770277627,1.36091453456723,4.7632008709853,15.6505171475231,0,0.340228633641807,0.340228633641807,0.340228633641807,0.340228633641807,0,0,0,0.340228633641807,2.38160043549265,0,0.340228633641807,1.02068590092542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C12_IN2",271.800679501699,2091.19109754296,1345.21640651928,240.287557240632,4412.32950908464,1250.67703973608,132.453592003545,20.1880939484957,10.586439509577,15.7565611305333,165.443891870599,0,4.92392535329164,1.47717760598749,0.984785070658329,12.3098133832291,0.492392535329164,3.69294401496873,0.738588802993747,0,5.41631788862081,0.246196267664582,0.738588802993747,11.8174208478999,0.246196267664582,0,0,0,0,0,0,0,0,0,0.984785070658329,0,0,0,0
"C12_IN3",404.603093161328,2139.55874807594,1721.02909917174,600.674338488602,4220.4793667082,292.091182291285,252.510444916807,42.8791321556842,22.7222751594224,27.8531114857436,212.929707542329,0,1.83244154511471,7.32976618045884,4.39785970827531,30.7850179579271,0,2.19892985413765,0.366488309022942,0,6.23030125339002,1.83244154511471,3.66488309022942,1.09946492706883,2.5654181631606,0,0,0,0.366488309022942,0,0,0,0,0,0,0,0,0,0
"D16",1061.64907449901,2202.08046504513,1877.77267859875,2076.6406608536,64.2496558054153,510.172862169191,604.252715312835,266.942022334404,42.8331038702769,139.2075875784,685.32966192443,0,32.889704757534,57.365764111978,89.4905920146856,171.332415481108,0,5.35413798378461,6.88389169343736,0.764876854826373,10.7082759675692,27.5355667737494,33.6545816123604,0,12.238029677222,3.05950741930549,0.764876854826373,0.764876854826373,1.52975370965275,1.52975370965275,0.764876854826373,0,3.82438427413186,0,0.764876854826373,0,0,7.64876854826373,0
"D16_CONINT",891.027631170444,2616.16475214737,1989.72023871124,1644.76180620235,5.86429335265101,1013.4878747111,578.150332884887,96.933319534996,28.9765083307461,92.4488599123806,723.722791403636,0,16.9029631929353,7.24412708268654,27.9416330332195,148.33212597882,0,5.86429335265101,5.51933492014212,1.03487529752665,7.58908551519542,15.5231294628997,44.8445962261547,0,19.6626306530063,1.37983373003553,2.41470902756218,4.48445962261547,4.82941805512436,1.37983373003553,0.689916865017765,0,0.344958432508883,0,0,0,0,2.75966746007106,0
"D16_CORE1",1057.81584582441,2462.52676659529,2678.08708065667,1162.02712348323,847.96573875803,175.58886509636,466.809421841542,239.82869379015,81.3704496788009,128.47965738758,521.056388294076,0,17.1306209850107,19.9857244825125,24.2683797287652,64.2398286937901,0,1.42755174875089,1.42755174875089,1.42755174875089,24.2683797287652,17.1306209850107,4.28265524625268,0,1.42755174875089,0,0,0,1.42755174875089,0,0,0,0,0,0,0,0,0,0
"D16_CORE2",1041.47047539325,2643.0888354086,2793.76373338914,1161.10355411391,525.618220501552,188.692406961738,514.805901433504,224.268424540476,60.3397160894283,79.8716473091277,574.099264064734,0,20.9270691639636,15.3465173869066,39.7614314115308,76.035017962401,0,4.18541383279272,2.44149140246242,0,16.7416553311709,4.88298280492484,4.53419831885878,0,2.09270691639636,0.34878448606606,0,0.69756897213212,3.83662934672666,0,0,0,0.34878448606606,0,0,0,0,0.69756897213212,0
"D16_CORE3",1204.41359303771,2723.26978864484,2538.85205138831,1103.3982594281,490.053874844592,145.04765851637,539.784500621633,235.184417737257,72.0058019063407,138.313302942395,604.019892250311,0,22.2751761292996,24.8653128885205,47.6585163696643,67.8615830915872,0,1.03605470368835,3.62619146290924,0,11.9146290924161,5.18027351844177,9.84251968503937,0,5.69830087028595,0,0,0,1.03605470368835,1.03605470368835,1.03605470368835,0,0.518027351844177,0,0,0,0,2.07210940737671,0
"D16_IN1",321.414137116845,2456.87179596265,1181.21290761737,473.506200676437,4839.29293144158,122.737231711727,157.409967879858,108.272531960605,37.2253302418583,43.1813830805556,212.290740464998,0,5.53062049307609,1.70172938248495,6.59420135712918,21.9097657994937,0,0.212716172810619,0.212716172810619,0,5.10518814745485,2.76531024653804,0.425432345621238,0,0.638148518431856,0,0,0,1.06358086405309,0,0.212716172810619,0,0.212716172810619,0,0,0,0,0,0
"D16_IN2",345.402572653645,1466.57138319835,2088.13720819438,391.138637446403,4620.13657297126,441.321264094013,321.105288232492,59.7109734794347,20.9623630300143,24.9325075432746,176.115610608226,0,3.81133873272987,1.74686358583452,1.11164046371288,14.6101318087978,0.476417341591234,0.794028902652057,1.11164046371288,0,4.92297919644275,2.69969826901699,1.58805780530411,10.1635699539463,0.158805780530411,0,0,0,0.952834683182468,0.158805780530411,0,0,0,0,0.158805780530411,0,0,0,0
"D16_IN3",708.801422452113,1544.7614429268,3066.62356205717,657.0758910531,2751.6905089038,139.01236563485,624.478030119346,87.2868342358361,12.3925752310138,40.6799752148495,276.677712222851,0,3.7716533311781,2.96344190306851,6.73509523424661,50.6479161615345,0,2.42463428432878,1.34701904684932,0,7.54330666235621,3.23284571243837,5.92688380613702,0,1.07761523747946,0.269403809369864,0,0,0.808211428109594,1.34701904684932,0,0,0,0,2.42463428432878,0,0,0,0
"E27",1078.78461952138,2431.29873621941,1745.09276687282,1909.65313256252,13.9822532938962,669.534821188491,559.290131755848,203.818230707179,45.1734337187416,143.586985748857,683.517074482388,0,27.9645065877924,49.4756655014789,103.253562785695,168.862597472439,0,5.37778972842162,26.8889486421081,1.07555794568432,11.8311374025276,24.7378327507394,48.9378865286367,0,26.8889486421081,1.07555794568432,1.61333691852649,1.07555794568432,4.3022317827373,3.22667383705297,1.07555794568432,0,3.22667383705297,0,0,0,0.537778972842162,4.84001075557946,0
"E27_CONINT",1098.06193385296,2623.76237623762,2852.32778597009,1319.78091426164,53.7181377712239,433.431641036444,554.034126816937,144.828312618496,79.5239098377923,87.9502843901411,594.059405940594,0.526648409521803,23.1725300189593,4.73983568569623,11.5862650094797,63.1978091426164,0,3.15989045713082,11.0596165999579,0,13.1662102380451,6.31978091426164,8.95302296187065,0,5.26648409521803,0,0.526648409521803,0.526648409521803,5.26648409521803,0,1.05329681904361,0,0,0,0,0,0,0,0
"E27_CORE1",876.701213440047,2204.8463836536,2876.11109062074,1299.3766827721,633.644377236012,191.789916276325,527.422269759894,376.203297311253,57.5369748828975,126.87640615203,663.150518201601,0,25.44904658282,3.3194408586287,29.8749677276583,66.0199904105042,0.368826762069856,2.21296057241913,6.63888171725741,0,11.4336296241655,12.908936672445,3.68826762069856,0,1.84413381034928,0,0,0,1.84413381034928,0.368826762069856,0,0,0,0,0,0,0,0.368826762069856,0
"E27_CORE2",1040.33970276008,2863.74422380417,2611.88127055493,1075.30910453353,698.13912826277,184.421964114733,565.754964406145,207.3185962283,57.8660338870155,96.9984596811124,394.654677157487,0,20.815120103243,21.2314225053079,40.7976354023563,82.4278756088423,0,3.33041921651888,3.33041921651888,0,17.901003288789,5.41193122684318,3.33041921651888,0,1.24890720619458,0,0,0,2.49781441238916,0,0,0,0,0,0,0,0,1.24890720619458,0
"E27_CORE3",1117.10041708334,2518.59801458572,2938.85216712603,1143.68643137638,437.327739700968,137.564330837337,536.842362008829,278.787287494817,72.9286080148296,105.612332008098,510.988072879826,0,25.3664723529842,22.1956633088612,41.4644259616088,71.7090660747823,0,2.19517549208517,2.19517549208517,0,15.1223200565867,7.80506841630284,5.12207614819874,0,3.41471743213249,0.731725164028391,0,0.243908388009464,2.19517549208517,0,0.487816776018927,0,0.243908388009464,0,0.243908388009464,0,0,0.975633552037855,0
"E27_IN1",27.6672030716242,780.892690776658,3323.16987098049,41.5008046074363,5468.22506422744,293.611134637644,33.031252646735,5.64636797380085,0,3.38782078428051,17.5037407187826,0,0.564636797380085,0.282318398690043,0,1.9762287908303,0,0,0,0,1.41159199345021,0,0.282318398690043,0.564636797380085,0,0,0,0,0,0,0,0,0,0,0.282318398690043,0,0,0,0
"E27_IN2",57.2784077759778,1530.8956260125,2876.0703540847,51.4927100208285,5124.39250173571,214.649386716038,79.264059245545,9.25711640823883,0,1.73570932654478,32.3999074288359,0,0,0.578569775514927,1.15713955102985,1.73570932654478,0,0.578569775514927,6.94283730617912,0,2.31427910205971,0,0.578569775514927,8.67854663272391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E27_IN3",451.989345059405,3781.65828083379,2473.46835228954,484.123292884022,846.053021013911,1314.95497019154,225.783264978225,62.1538201344552,27.9057967950615,35.9392837512156,221.132298845715,0.845630205910955,15.2213437063972,2.95970572068834,4.22815102955478,30.4426874127944,0,0.422815102955478,4.22815102955478,0.422815102955478,5.07378123546573,3.38252082364382,4.22815102955478,1.26844530886643,1.26844530886643,0,0,0.422815102955478,0,0,0,0,0,0,0,0,0,0.422815102955478,0
"F43",1096.22232827931,2382.24604427475,2847.3879364147,1433.97334703917,58.7393076104115,200.815007893094,613.458643856236,258.452953485811,89.2103234333125,106.832115716436,717.353794192151,0,26.7998090972503,8.81089614156173,26.7998090972503,81.1336686368809,0,3.67120672565072,3.30408605308565,0,9.54513748669187,17.2546716105584,4.77256874334594,0,5.13968941591101,0.367120672565072,0.734241345130144,0,4.40544807078087,0.367120672565072,0,0,1.10136201769522,0,0,0,0,1.10136201769522,0
"F43_CONINT",987.42750099067,2551.24464137757,3041.53607838899,1162.50585395728,38.546057134623,437.335638891891,660.686624157931,106.27183976368,52.2353110702835,60.881155661227,737.778738427177,0,23.4158291004719,7.2048704924529,7.92535754169819,73.4896790230196,0,6.12413991858496,2.52170467235851,0.360243524622645,15.1302280341511,7.56511401707554,11.5277927879246,0,1.80121762311322,0.360243524622645,1.80121762311322,0.72048704924529,2.52170467235851,0.72048704924529,0.360243524622645,0,0,0,0,0,0,0,0
"F43_CORE1",280.609767938635,905.427711428294,4169.33682881833,349.548499854355,3568.79308670745,108.262938149335,254.879114477134,114.574230507816,11.1661326342363,43.6935624817944,147.101660355374,0,3.88387222060394,2.42742013787746,7.28226041363239,20.3903291581707,0,0.485484027575493,0.485484027575493,0,6.7967763860569,0.970968055150986,1.45645208272648,0.485484027575493,0.970968055150986,0,0,0,0.970968055150986,0,0,0,0,0,0,0,0,0,0
"F43_CORE2",463.366675215867,3415.69063292582,1695.30648884329,410.931577897467,1372.71665099313,1940.09860078083,181.813000484455,62.4091647430965,26.787495369183,31.9170157590265,169.559146219828,0,9.68909406970448,9.11914735972187,10.5440141346784,20.2331082043829,164.714599184976,1.13989341996523,0.284973354991308,0,6.8393605197914,2.56476019492177,2.84973354991308,0,0.569946709982617,0,0,0,0.284973354991308,0,0,0,0,0,0.284973354991308,0,0,0.284973354991308,0
"F43_CORE3",589.292692457991,1963.0715123095,4410.31652989449,609.026963657679,1207.50293083236,240.328253223916,339.976553341149,112.739351309105,32.0437670965221,61.3520906604142,336.850332161,0,5.66627588901915,12.1141070730754,19.1481047284095,38.1008206330598,0.586166471277843,2.14927706135209,0.976944118796405,0,9.1832747166862,3.71238765142634,2.73544353262993,0.195388823759281,1.36772176631497,0,0,0.195388823759281,0.390777647518562,0,0.195388823759281,0,0,0,0,0,0,0.781555295037124,0
"F43_IN1",132.82926330847,1669.22107557644,4623.13953884405,227.512686897585,2491.74074452505,498.961207043357,213.889172712101,27.5876162256054,1.02176356391131,10.5582234937502,85.1469636592759,0.340587854637104,0.681175709274207,0.340587854637104,0.681175709274207,7.83352065665338,0.681175709274207,0.340587854637104,0,0,4.76822996491945,1.36235141854841,0.340587854637104,0.340587854637104,0.681175709274207,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"F43_IN2",80.2557601146511,2583.39764083343,3720.64821960093,28.2218057546026,2124.57281446368,1281.00540183001,34.6158086208797,8.59883144085547,1.76386285966266,3.08676000440966,40.3483629147834,0,1.10241428728916,0.440965714915665,0,1.322897144747,61.0737515158197,0.220482857457833,0.220482857457833,0,1.322897144747,0.220482857457833,0.661448572373498,25.1350457501929,0.220482857457833,0,0,0,0,0,0,0,0,0,1.54338000220483,0,0,0,0
"F43_IN3",92.3144552714485,3391.45724961536,3565.82899846143,111.363469851271,1098.24895596747,1463.11085061177,123.818594768848,9.52450728991135,0.732654406916257,12.4551249175764,51.285808484138,0,0.732654406916257,2.93061762766503,1.46530881383251,8.05919847607883,35.1674115319804,3.66327203458129,0.732654406916257,0,1.46530881383251,5.86123525533006,7.32654406916258,12.4551249175764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G58",1210.80630531245,2073.74175676007,1737.88335662278,2237.99367507538,74.0359393003359,607.241793532887,594.984187688461,197.837758329043,54.178617832365,136.794881223799,669.755583339462,0,33.0955357799515,56.6301390012503,84.0871760927656,152.239464587777,0,5.8836508053247,7.10941138976735,1.22576058444265,7.59971562354441,12.502757961315,18.8767130004168,0,13.9736706626462,0.245152116888529,0.980608467554117,1.96121693510823,2.69667328577382,2.45152116888529,0.735456350665588,0,0.245152116888529,0,0.245152116888529,0,0.735456350665588,0.980608467554117,0
"G58_CONINT",1112.24559253965,2617.92934449663,1998.50248451433,1742.56347423593,16.3365325709618,827.717650262065,590.157239125995,77.5985297120686,36.7571982846641,77.5985297120686,677.966101694915,0.680688857123409,6.80688857123409,12.2523994282214,13.6137771424682,110.271594853992,0.680688857123409,6.12619971411068,10.2103328568511,4.08413314274045,11.571710571098,19.0592879994554,14.2944659995916,0,5.44551085698727,0,1.36137771424682,0.680688857123409,2.04206657137023,4.08413314274045,1.36137771424682,0,0,0,0,0,0,0,0
"G58_CORE1",501.806870682951,2763.8259914917,2896.93975572938,765.747221078633,730.982114267417,1201.22592745071,368.235670829331,182.059375142949,46.2009972096427,95.6040437308449,325.694158547184,0,11.8933260143635,8.23384108686702,16.467682173734,44.8286903618316,1.37230684781117,2.74461369562234,1.37230684781117,2.28717807968528,6.4040986231188,5.48922739124468,11.8933260143635,5.48922739124468,0.914871231874114,0,0,1.37230684781117,0,0.457435615937057,0,0,0,0,0.457435615937057,0,0,0,0
"G58_CORE2",355.848252580315,3710.39597111154,1560.0874401616,185.118569965965,548.991394338526,3336.00819059742,135.587592351753,30.7147403082542,7.1944436758073,15.7724342123468,76.0950773402695,0,1.93696560502504,2.21367497717148,5.81089681507513,13.0053404908824,0.276709372146435,1.66025623287861,1.10683748858574,2.21367497717148,1.66025623287861,3.04380309361078,4.98076869863582,0,0,0,0,0,0,0,0,0,0,0,0.276709372146435,0,0,0,0
"G58_CORE3",1059.06040268456,2625.5033557047,895.302013422819,2255.70469798658,189.261744966443,928.859060402685,684.563758389262,267.785234899329,32.2147651006711,171.140939597315,418.120805369128,0,48.993288590604,18.7919463087248,159.731543624161,149.664429530201,0,4.69798657718121,8.05369127516778,2.01342281879195,7.38255033557047,41.6107382550336,16.7785234899329,0,8.7248322147651,2.01342281879195,0,0,0.671140939597315,0,0,0,0,0,0,0,2.01342281879195,1.34228187919463,0
