"","Rank1","Rank2","Rank3","Rank4","Rank5","Rank6","Rank7","Rank"
"2599837","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__caccae","p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__Bacteroidaceae_g__Bacteroides_s__caccae"
"315846","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__[Barnesiellaceae]","g__","s__","p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__[Barnesiellaceae]_g___s__"
"4465746","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Clostridiaceae","g__SMB53","s__","p__Firmicutes_c__Clostridia_o__Clostridiales_f__Clostridiaceae_g__SMB53_s__"
"4316151","k__Bacteria","p__Bacteroidetes","c__Flavobacteriia","o__Flavobacteriales","f__[Weeksellaceae]","g__Chryseobacterium","s__","p__Bacteroidetes_c__Flavobacteriia_o__Flavobacteriales_f__[Weeksellaceae]_g__Chryseobacterium_s__"
"517804","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Aeromonadales","f__Succinivibrionaceae","g__Succinivibrio","s__","p__Proteobacteria_c__Gammaproteobacteria_o__Aeromonadales_f__Succinivibrionaceae_g__Succinivibrio_s__"
"4482362","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Alteromonadales","f__[Chromatiaceae]","g__Alkalimonas","s__amylolytica","p__Proteobacteria_c__Gammaproteobacteria_o__Alteromonadales_f__[Chromatiaceae]_g__Alkalimonas_s__amylolytica"
"29566","k__Bacteria","p__Fusobacteria","c__Fusobacteriia","o__Fusobacteriales","f__Leptotrichiaceae","g__Sneathia","s__","p__Fusobacteria_c__Fusobacteriia_o__Fusobacteriales_f__Leptotrichiaceae_g__Sneathia_s__"
"4481455","k__Bacteria","p__Bacteroidetes","c__Flavobacteriia","o__Flavobacteriales","f__Flavobacteriaceae","g__Capnocytophaga","s__","p__Bacteroidetes_c__Flavobacteriia_o__Flavobacteriales_f__Flavobacteriaceae_g__Capnocytophaga_s__"
"279048","k__Bacteria","p__Cyanobacteria","c__4C0d-2","o__YS2","f__","g__","s__","p__Cyanobacteria_c__4C0d-2_o__YS2_f___g___s__"
"4430843","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__Prevotella","s__","p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__Prevotellaceae_g__Prevotella_s__"
"4347078","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Actinomycetales","f__Intrasporangiaceae","g__Serinicoccus","s__","p__Actinobacteria_c__Actinobacteria_o__Actinomycetales_f__Intrasporangiaceae_g__Serinicoccus_s__"
"359872","k__Bacteria","p__Proteobacteria","c__Deltaproteobacteria","o__Desulfovibrionales","f__Desulfovibrionaceae","g__Bilophila","s__","p__Proteobacteria_c__Deltaproteobacteria_o__Desulfovibrionales_f__Desulfovibrionaceae_g__Bilophila_s__"
"1145098","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__Ruminococcus","s__gauvreauii","p__Firmicutes_c__Clostridia_o__Clostridiales_f__Lachnospiraceae_g__Ruminococcus_s__gauvreauii"
"4425214","k__Bacteria","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Streptococcaceae","g__Streptococcus","s__","p__Firmicutes_c__Bacilli_o__Lactobacillales_f__Streptococcaceae_g__Streptococcus_s__"
"548475","k__Bacteria","p__Verrucomicrobia","c__Verrucomicrobiae","o__Verrucomicrobiales","f__Verrucomicrobiaceae","g__Akkermansia","s__muciniphila","p__Verrucomicrobia_c__Verrucomicrobiae_o__Verrucomicrobiales_f__Verrucomicrobiaceae_g__Akkermansia_s__muciniphila"
"4466006","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Actinomycetales","f__Micrococcaceae","g__Rothia","s__dentocariosa","p__Actinobacteria_c__Actinobacteria_o__Actinomycetales_f__Micrococcaceae_g__Rothia_s__dentocariosa"
"554600","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__[Paraprevotellaceae]","g__YRC22","s__","p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__[Paraprevotellaceae]_g__YRC22_s__"
"4413170","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Alteromonadales","f__Idiomarinaceae","g__Pseudidiomarina","s__","p__Proteobacteria_c__Gammaproteobacteria_o__Alteromonadales_f__Idiomarinaceae_g__Pseudidiomarina_s__"
"4326874","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Comamonadaceae","g__Acidovorax","s__","p__Proteobacteria_c__Betaproteobacteria_o__Burkholderiales_f__Comamonadaceae_g__Acidovorax_s__"
"104135","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Actinomycetales","f__Actinomycetaceae","g__Mobiluncus","s__","p__Actinobacteria_c__Actinobacteria_o__Actinomycetales_f__Actinomycetaceae_g__Mobiluncus_s__"
"4392747","k__Bacteria","p__Cyanobacteria","c__Synechococcophycideae","o__Synechococcales","f__Synechococcaceae","g__Synechococcus","s__","p__Cyanobacteria_c__Synechococcophycideae_o__Synechococcales_f__Synechococcaceae_g__Synechococcus_s__"
"4395995","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Comamonadaceae","g__Ramlibacter","s__","p__Proteobacteria_c__Betaproteobacteria_o__Burkholderiales_f__Comamonadaceae_g__Ramlibacter_s__"
"4363066","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Pasteurellales","f__Pasteurellaceae","g__Aggregatibacter","s__","p__Proteobacteria_c__Gammaproteobacteria_o__Pasteurellales_f__Pasteurellaceae_g__Aggregatibacter_s__"
"1395","k__Bacteria","p__[Thermi]","c__Deinococci","o__Thermales","f__Thermaceae","g__Meiothermus","s__","p__[Thermi]_c__Deinococci_o__Thermales_f__Thermaceae_g__Meiothermus_s__"
"4383958","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Enterobacteriales","f__Enterobacteriaceae","g__Enterobacter","s__","p__Proteobacteria_c__Gammaproteobacteria_o__Enterobacteriales_f__Enterobacteriaceae_g__Enterobacter_s__"
"4332878","k__Bacteria","p__Actinobacteria","c__Coriobacteriia","o__Coriobacteriales","f__Coriobacteriaceae","g__Slackia","s__","p__Actinobacteria_c__Coriobacteriia_o__Coriobacteriales_f__Coriobacteriaceae_g__Slackia_s__"
"4482374","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Pseudomonadales","f__Moraxellaceae","g__Acinetobacter","s__johnsonii","p__Proteobacteria_c__Gammaproteobacteria_o__Pseudomonadales_f__Moraxellaceae_g__Acinetobacter_s__johnsonii"
"495007","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__[Tissierellaceae]","g__ph2","s__","p__Firmicutes_c__Clostridia_o__Clostridiales_f__[Tissierellaceae]_g__ph2_s__"
"469663","k__Bacteria","p__Actinobacteria","c__Coriobacteriia","o__Coriobacteriales","f__Coriobacteriaceae","g__Atopobium","s__vaginae","p__Actinobacteria_c__Coriobacteriia_o__Coriobacteriales_f__Coriobacteriaceae_g__Atopobium_s__vaginae"
"171518","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Enterobacteriales","f__Enterobacteriaceae","g__Citrobacter","s__","p__Proteobacteria_c__Gammaproteobacteria_o__Enterobacteriales_f__Enterobacteriaceae_g__Citrobacter_s__"
"4453060","k__Bacteria","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Enterococcaceae","g__Enterococcus","s__","p__Firmicutes_c__Bacilli_o__Lactobacillales_f__Enterococcaceae_g__Enterococcus_s__"
"3746876","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rickettsiales","f__mitochondria","g__Carludovica","s__palmata","p__Proteobacteria_c__Alphaproteobacteria_o__Rickettsiales_f__mitochondria_g__Carludovica_s__palmata"
"274257","k__Bacteria","p__Firmicutes","c__Erysipelotrichi","o__Erysipelotrichales","f__Erysipelotrichaceae","g__Bulleidia","s__","p__Firmicutes_c__Erysipelotrichi_o__Erysipelotrichales_f__Erysipelotrichaceae_g__Bulleidia_s__"
"613779","k__Bacteria","p__Firmicutes","c__Bacilli","o__Bacillales","f__Sporolactobacillaceae","g__Pullulanibacillus","s__","p__Firmicutes_c__Bacilli_o__Bacillales_f__Sporolactobacillaceae_g__Pullulanibacillus_s__"
"290686","k__Bacteria","p__Verrucomicrobia","c__Opitutae","o__[Cerasicoccales]","f__[Cerasicoccaceae]","g__","s__","p__Verrucomicrobia_c__Opitutae_o__[Cerasicoccales]_f__[Cerasicoccaceae]_g___s__"
"4350788","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Enterobacteriales","f__Enterobacteriaceae","g__Salmonella","s__enterica","p__Proteobacteria_c__Gammaproteobacteria_o__Enterobacteriales_f__Enterobacteriaceae_g__Salmonella_s__enterica"
"4468125","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Actinomycetales","f__Nocardiaceae","g__Rhodococcus","s__","p__Actinobacteria_c__Actinobacteria_o__Actinomycetales_f__Nocardiaceae_g__Rhodococcus_s__"
"4469833","k__Bacteria","p__Firmicutes","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Bacillus","s__","p__Firmicutes_c__Bacilli_o__Bacillales_f__Bacillaceae_g__Bacillus_s__"
"4476604","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__[Ruminococcus]","s__gnavus","p__Firmicutes_c__Clostridia_o__Clostridiales_f__Lachnospiraceae_g__[Ruminococcus]_s__gnavus"
"2730944","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__coprophilus","p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__Bacteroidaceae_g__Bacteroides_s__coprophilus"
"4381303","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__Clostridium","s__citroniae","p__Firmicutes_c__Clostridia_o__Clostridiales_f__Lachnospiraceae_g__Clostridium_s__citroniae"
"4408751","k__Bacteria","p__Bacteroidetes","c__Sphingobacteriia","o__Sphingobacteriales","f__Sphingobacteriaceae","g__","s__","p__Bacteroidetes_c__Sphingobacteriia_o__Sphingobacteriales_f__Sphingobacteriaceae_g___s__"
"835880","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Enterobacteriales","f__Enterobacteriaceae","g__Serratia","s__symbiotica","p__Proteobacteria_c__Gammaproteobacteria_o__Enterobacteriales_f__Enterobacteriaceae_g__Serratia_s__symbiotica"
"4478815","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__Coprococcus","s__","p__Firmicutes_c__Clostridia_o__Clostridiales_f__Lachnospiraceae_g__Coprococcus_s__"
"181074","k__Bacteria","p__Firmicutes","c__Erysipelotrichi","o__Erysipelotrichales","f__Erysipelotrichaceae","g__cc_115","s__","p__Firmicutes_c__Erysipelotrichi_o__Erysipelotrichales_f__Erysipelotrichaceae_g__cc_115_s__"
"714181","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__","g__","s__","p__Proteobacteria_c__Alphaproteobacteria_o__Rhizobiales_f___g___s__"
"4360511","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Enterobacteriales","f__Enterobacteriaceae","g__Serratia","s__","p__Proteobacteria_c__Gammaproteobacteria_o__Enterobacteriales_f__Enterobacteriaceae_g__Serratia_s__"
"262849","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Aeromonadales","f__Succinivibrionaceae","g__Ruminobacter","s__","p__Proteobacteria_c__Gammaproteobacteria_o__Aeromonadales_f__Succinivibrionaceae_g__Ruminobacter_s__"
"150477","k__Archaea","p__Euryarchaeota","c__Methanobacteria","o__Methanobacteriales","f__Methanobacteriaceae","g__Methanosphaera","s__","p__Euryarchaeota_c__Methanobacteria_o__Methanobacteriales_f__Methanobacteriaceae_g__Methanosphaera_s__"
"969248","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Actinomycetales","f__Brevibacteriaceae","g__Brevibacterium","s__paucivorans","p__Actinobacteria_c__Actinobacteria_o__Actinomycetales_f__Brevibacteriaceae_g__Brevibacterium_s__paucivorans"
"1134896","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Actinomycetales","f__Brevibacteriaceae","g__Brevibacterium","s__","p__Actinobacteria_c__Actinobacteria_o__Actinomycetales_f__Brevibacteriaceae_g__Brevibacterium_s__"
"4473664","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Peptostreptococcaceae","g__Peptostreptococcus","s__anaerobius","p__Firmicutes_c__Clostridia_o__Clostridiales_f__Peptostreptococcaceae_g__Peptostreptococcus_s__anaerobius"
"258882","k__Bacteria","p__Firmicutes","c__Bacilli","o__Gemellales","f__Gemellaceae","g__Gemella","s__","p__Firmicutes_c__Bacilli_o__Gemellales_f__Gemellaceae_g__Gemella_s__"
"342971","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhodospirillales","f__Acetobacteraceae","g__Gluconacetobacter","s__diazotrophicus","p__Proteobacteria_c__Alphaproteobacteria_o__Rhodospirillales_f__Acetobacteraceae_g__Gluconacetobacter_s__diazotrophicus"
"4423331","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__","g__","s__","p__Proteobacteria_c__Betaproteobacteria_o__Burkholderiales_f___g___s__"
"2136916","k__Bacteria","p__Lentisphaerae","c__[Lentisphaeria]","o__Victivallales","f__Victivallaceae","g__Victivallis","s__vadensis","p__Lentisphaerae_c__[Lentisphaeria]_o__Victivallales_f__Victivallaceae_g__Victivallis_s__vadensis"
"4328910","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Veillonellaceae","g__Veillonella","s__parvula","p__Firmicutes_c__Clostridia_o__Clostridiales_f__Veillonellaceae_g__Veillonella_s__parvula"
"4330673","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Actinomycetales","f__Micrococcaceae","g__Arthrobacter","s__","p__Actinobacteria_c__Actinobacteria_o__Actinomycetales_f__Micrococcaceae_g__Arthrobacter_s__"
"4439690","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Veillonellaceae","g__Selenomonas","s__","p__Firmicutes_c__Clostridia_o__Clostridiales_f__Veillonellaceae_g__Selenomonas_s__"
"755148","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__[Tissierellaceae]","g__1-68","s__","p__Firmicutes_c__Clostridia_o__Clostridiales_f__[Tissierellaceae]_g__1-68_s__"
"4437436","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Pseudomonadales","f__Pseudomonadaceae","g__Pseudomonas","s__pseudoalcaligenes","p__Proteobacteria_c__Gammaproteobacteria_o__Pseudomonadales_f__Pseudomonadaceae_g__Pseudomonas_s__pseudoalcaligenes"
"4454529","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Pseudomonadales","f__Pseudomonadaceae","g__","s__","p__Proteobacteria_c__Gammaproteobacteria_o__Pseudomonadales_f__Pseudomonadaceae_g___s__"
"4314416","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Methylophilales","f__Methylophilaceae","g__","s__","p__Proteobacteria_c__Betaproteobacteria_o__Methylophilales_f__Methylophilaceae_g___s__"
"4346780","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Burkholderia","s__","p__Proteobacteria_c__Betaproteobacteria_o__Burkholderiales_f__Burkholderiaceae_g__Burkholderia_s__"
"2941399","k__Bacteria","p__Synergistetes","c__Synergistia","o__Synergistales","f__Synergistaceae","g__Synergistes","s__","p__Synergistetes_c__Synergistia_o__Synergistales_f__Synergistaceae_g__Synergistes_s__"
"955102","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Actinomycetales","f__Actinomycetaceae","g__Actinomyces","s__","p__Actinobacteria_c__Actinobacteria_o__Actinomycetales_f__Actinomycetaceae_g__Actinomyces_s__"
"4482889","k__Bacteria","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Aerococcaceae","g__Aerococcus","s__","p__Firmicutes_c__Bacilli_o__Lactobacillales_f__Aerococcaceae_g__Aerococcus_s__"
"839282","k__Bacteria","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Leuconostocaceae","g__","s__","p__Firmicutes_c__Bacilli_o__Lactobacillales_f__Leuconostocaceae_g___s__"
"185148","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__Blautia","s__obeum","p__Firmicutes_c__Clostridia_o__Clostridiales_f__Lachnospiraceae_g__Blautia_s__obeum"
"129798","k__Bacteria","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Lactobacillaceae","g__Lactobacillus","s__iners","p__Firmicutes_c__Bacilli_o__Lactobacillales_f__Lactobacillaceae_g__Lactobacillus_s__iners"
"121873","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Dehalobacteriaceae","g__Dehalobacterium","s__","p__Firmicutes_c__Clostridia_o__Clostridiales_f__Dehalobacteriaceae_g__Dehalobacterium_s__"
"4441793","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhodobacterales","f__Rhodobacteraceae","g__","s__","p__Proteobacteria_c__Alphaproteobacteria_o__Rhodobacterales_f__Rhodobacteraceae_g___s__"
"4347159","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Bifidobacteriales","f__Bifidobacteriaceae","g__Bifidobacterium","s__adolescentis","p__Actinobacteria_c__Actinobacteria_o__Bifidobacteriales_f__Bifidobacteriaceae_g__Bifidobacterium_s__adolescentis"
"3225199","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rickettsiales","f__mitochondria","g__Lupinus","s__luteus","p__Proteobacteria_c__Alphaproteobacteria_o__Rickettsiales_f__mitochondria_g__Lupinus_s__luteus"
"278683","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Thiotrichales","f__Thiotrichaceae","g__","s__","p__Proteobacteria_c__Gammaproteobacteria_o__Thiotrichales_f__Thiotrichaceae_g___s__"
"4481613","k__Bacteria","p__Actinobacteria","c__Coriobacteriia","o__Coriobacteriales","f__Coriobacteriaceae","g__Collinsella","s__aerofaciens","p__Actinobacteria_c__Coriobacteriia_o__Coriobacteriales_f__Coriobacteriaceae_g__Collinsella_s__aerofaciens"
"823916","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Pseudomonadales","f__Moraxellaceae","g__Enhydrobacter","s__","p__Proteobacteria_c__Gammaproteobacteria_o__Pseudomonadales_f__Moraxellaceae_g__Enhydrobacter_s__"
"4476186","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__Prevotella","s__stercorea","p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__Prevotellaceae_g__Prevotella_s__stercorea"
"4411875","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Bifidobacteriales","f__Bifidobacteriaceae","g__Scardovia","s__","p__Actinobacteria_c__Actinobacteria_o__Bifidobacteriales_f__Bifidobacteriaceae_g__Scardovia_s__"
"470117","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__Clostridium","s__methylpentosum","p__Firmicutes_c__Clostridia_o__Clostridiales_f__Ruminococcaceae_g__Clostridium_s__methylpentosum"
"4461490","k__Bacteria","p__Tenericutes","c__Mollicutes","o__Mycoplasmatales","f__Mycoplasmataceae","g__Mycoplasma","s__","p__Tenericutes_c__Mollicutes_o__Mycoplasmatales_f__Mycoplasmataceae_g__Mycoplasma_s__"
"4355718","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Actinomycetales","f__Actinomycetaceae","g__Actinomyces","s__hyovaginalis","p__Actinobacteria_c__Actinobacteria_o__Actinomycetales_f__Actinomycetaceae_g__Actinomyces_s__hyovaginalis"
"3121406","k__Bacteria","p__Synergistetes","c__Synergistia","o__Synergistales","f__Synergistaceae","g__Cloacibacillus","s__","p__Synergistetes_c__Synergistia_o__Synergistales_f__Synergistaceae_g__Cloacibacillus_s__"
"12562","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Actinomycetales","f__Actinomycetaceae","g__Actinomyces","s__europaeus","p__Actinobacteria_c__Actinobacteria_o__Actinomycetales_f__Actinomycetaceae_g__Actinomyces_s__europaeus"
"341179","k__Bacteria","p__Verrucomicrobia","c__Verruco-5","o__WCHB1-41","f__WCHB1-25","g__","s__","p__Verrucomicrobia_c__Verruco-5_o__WCHB1-41_f__WCHB1-25_g___s__"
"4356099","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Aeromonadales","f__Aeromonadaceae","g__","s__","p__Proteobacteria_c__Gammaproteobacteria_o__Aeromonadales_f__Aeromonadaceae_g___s__"
"15728","k__Bacteria","p__Firmicutes","c__Erysipelotrichi","o__Erysipelotrichales","f__Erysipelotrichaceae","g__Holdemania","s__","p__Firmicutes_c__Erysipelotrichi_o__Erysipelotrichales_f__Erysipelotrichaceae_g__Holdemania_s__"
"836693","k__Bacteria","p__Firmicutes","c__Clostridia","o__SHA-98","f__","g__","s__","p__Firmicutes_c__Clostridia_o__SHA-98_f___g___s__"
"4371886","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Xanthomonadales","f__Xanthomonadaceae","g__Lysobacter","s__","p__Proteobacteria_c__Gammaproteobacteria_o__Xanthomonadales_f__Xanthomonadaceae_g__Lysobacter_s__"
"2036774","k__Bacteria","p__Bacteroidetes","c__Cytophagia","o__Cytophagales","f__Cytophagaceae","g__","s__","p__Bacteroidetes_c__Cytophagia_o__Cytophagales_f__Cytophagaceae_g___s__"
"4425368","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Veillonellaceae","g__Megasphaera","s__","p__Firmicutes_c__Clostridia_o__Clostridiales_f__Veillonellaceae_g__Megasphaera_s__"
"4453609","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Rikenellaceae","g__","s__","p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__Rikenellaceae_g___s__"
"686900","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__Oribacterium","s__","p__Firmicutes_c__Clostridia_o__Clostridiales_f__Lachnospiraceae_g__Oribacterium_s__"
"4432891","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Enterobacteriales","f__Enterobacteriaceae","g__Enterobacter","s__hormaechei","p__Proteobacteria_c__Gammaproteobacteria_o__Enterobacteriales_f__Enterobacteriaceae_g__Enterobacter_s__hormaechei"
"4450877","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Comamonadaceae","g__Comamonas","s__","p__Proteobacteria_c__Betaproteobacteria_o__Burkholderiales_f__Comamonadaceae_g__Comamonas_s__"
"780793","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Alcaligenaceae","g__","s__","p__Proteobacteria_c__Betaproteobacteria_o__Burkholderiales_f__Alcaligenaceae_g___s__"
"2211108","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Caulobacterales","f__Caulobacteraceae","g__Brevundimonas","s__diminuta","p__Proteobacteria_c__Alphaproteobacteria_o__Caulobacterales_f__Caulobacteraceae_g__Brevundimonas_s__diminuta"
"1132942","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__Butyricicoccus","s__pullicaecorum","p__Firmicutes_c__Clostridia_o__Clostridiales_f__Ruminococcaceae_g__Butyricicoccus_s__pullicaecorum"
"1144153","k__Bacteria","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Lactobacillaceae","g__Lactobacillus","s__","p__Firmicutes_c__Bacilli_o__Lactobacillales_f__Lactobacillaceae_g__Lactobacillus_s__"
"4318122","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Pasteurellales","f__Pasteurellaceae","g__Actinobacillus","s__parahaemolyticus","p__Proteobacteria_c__Gammaproteobacteria_o__Pasteurellales_f__Pasteurellaceae_g__Actinobacillus_s__parahaemolyticus"
"347243","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__","s__","p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__Prevotellaceae_g___s__"
"708925","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Pasteurellales","f__Pasteurellaceae","g__Gallibacterium","s__","p__Proteobacteria_c__Gammaproteobacteria_o__Pasteurellales_f__Pasteurellaceae_g__Gallibacterium_s__"
"1122673","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__Ruminococcus","s__flavefaciens","p__Firmicutes_c__Clostridia_o__Clostridiales_f__Ruminococcaceae_g__Ruminococcus_s__flavefaciens"
"150412","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Porphyromonadaceae","g__Parabacteroides","s__gordonii","p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__Porphyromonadaceae_g__Parabacteroides_s__gordonii"
"3035013","k__Bacteria","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Enterococcaceae","g__Enterococcus","s__asini","p__Firmicutes_c__Bacilli_o__Lactobacillales_f__Enterococcaceae_g__Enterococcus_s__asini"
"888575","k__Bacteria","p__Firmicutes","c__Bacilli","o__Gemellales","f__","g__","s__","p__Firmicutes_c__Bacilli_o__Gemellales_f___g___s__"
"4311620","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__EtOH8","g__","s__","p__Firmicutes_c__Clostridia_o__Clostridiales_f__EtOH8_g___s__"
"365385","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Bifidobacteriales","f__Bifidobacteriaceae","g__Bifidobacterium","s__bifidum","p__Actinobacteria_c__Actinobacteria_o__Bifidobacteriales_f__Bifidobacteriaceae_g__Bifidobacterium_s__bifidum"
